Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1526,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,24-056,2001,12.4,0,4,1,25.0,0.32,0.08,0.00,0.00,0,0
1527,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,18-109,2007,5.9,3,22,7,31.8,3.70,1.18,0.14,0.43,0,0
1528,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,23-007,2003,5.2,0,7,1,14.3,1.35,0.19,0.00,0.00,0,0
1529,Cléo Melieres,fr FRA,FW,Metz,fr Ligue 1,20-290,2005,0.3,0,0,0,,0.00,0.00,,,0,0
1530,Nuno Mendes,pt POR,"DF,MF",Paris Saint-Germain,fr Ligue 1,23-223,2002,8.3,2,19,8,42.1,2.28,0.96,0.11,0.25,0,0
1531,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,29-021,1997,13.5,5,26,13,50.0,1.93,0.96,0.15,0.31,1,1
1532,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20-319,2005,7.8,1,10,2,20.0,1.28,0.26,0.10,0.50,0,0
1533,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-246,2004,13.7,0,8,3,37.5,0.58,0.22,0.00,0.00,0,0
1534,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,26-016,2000,13.7,1,11,4,36.4,0.80,0.29,0.09,0.25,0,0
1535,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,30-234,1995,0.0,0,0,0,,0.00,0.00,,,0,0
1536,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,25-026,2001,1.5,0,0,0,,0.00,0.00,,,0,0
1537,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21-147,2004,10.5,1,9,2,22.2,0.86,0.19,0.11,0.50,0,0
1538,Gideon Mensah,gh GHA,"DF,MF",Auxerre,fr Ligue 1,27-194,1998,13.6,0,1,0,0.0,0.07,0.00,0.00,,0,0
1539,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18-338,2007,7.5,0,3,3,100.0,0.40,0.40,0.00,0.00,0,0
1540,Alex Meret,it ITA,GK,Napoli,it Serie A,28-312,1997,5.0,0,0,0,,0.00,0.00,,,0,0
1541,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29-220,1996,11.2,4,21,8,38.1,1.88,0.71,0.19,0.50,0,0
1542,Quentin Merlin,fr FRA,"MF,DF",Rennes,fr Ligue 1,23-257,2002,13.8,1,16,4,25.0,1.16,0.29,0.06,0.25,0,0
1543,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-275,2003,4.2,0,0,0,,0.00,0.00,,,0,0
1544,Junior Messias,br BRA,"FW,MF",Genoa,it Serie A,34-260,1991,1.9,1,4,2,50.0,02.06,01.03,0.25,0.50,0,0
1545,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,21-052,2004,0.8,0,1,0,0.0,1.27,0.00,0.00,,0,0
1546,Connor Metcalfe,au AUS,FW,St Pauli,de Bundesliga,26-084,1999,3.0,0,11,2,18.2,3.61,0.66,0.00,0.00,0,0
1547,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,19-347,2006,12.9,0,10,5,50.0,0.78,0.39,0.00,0.00,0,0
1548,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32-257,1993,12.0,0,1,0,0.0,0.08,0.00,0.00,,0,0
1549,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-138,1991,12.9,0,11,1,9.1,0.85,0.08,0.00,0.00,0,0
1550,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20-221,2005,0.7,0,1,0,0.0,1.53,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1551,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-089,2000,10.2,5,29,15,51.7,2.85,1.47,0.17,0.33,0,0
1552,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-089,2000,2.0,1,10,4,40.0,05.03,02.01,0.10,0.25,0,0
1553,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-126,2008,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,0,0
1554,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21-337,2004,5.5,0,7,4,57.1,1.27,0.72,0.00,0.00,0,0
1555,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-300,2005,0.5,0,0,0,,0.00,0.00,,,0,0
1556,Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28-108,1997,23.0,0,12,1,8.3,0.52,0.04,0.00,0.00,0,0
1557,Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19-272,2006,12.6,1,12,4,33.3,0.95,0.32,0.08,0.25,0,0
1558,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-342,1997,17.0,0,0,0,,0.00,0.00,,,0,0
1559,Éder Militão,br BRA,DF,Real Madrid,es La Liga,28-010,1998,11.1,1,17,8,47.1,1.53,0.72,0.06,0.13,0,0
1560,Luis Milla,es ESP,MF,Getafe,es La Liga,31-113,1994,19.5,0,13,1,7.7,0.67,0.05,0.00,0.00,0,0
1561,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-127,1992,14.8,6,47,16,34.0,3.19,01.08,0.13,0.38,0,0
1562,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-156,2006,4.5,0,5,1,20.0,1.12,0.22,0.00,0.00,0,0
1563,James Milner,eng ENG,MF,Brighton,eng Premier League,40-024,1986,3.5,1,3,1,33.3,0.85,0.28,0.00,0.00,1,1
1564,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-214,2007,4.1,0,1,0,0.0,0.24,0.00,0.00,,0,0
1565,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20-181,2005,1.9,1,5,1,20.0,2.65,0.53,0.20,1.00,0,0
1566,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29-074,1996,7.8,1,2,1,50.0,0.26,0.13,0.50,1.00,0,0
1567,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-127,1994,12.5,1,4,2,50.0,0.32,0.16,0.25,0.50,0,0
1568,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,31-012,1995,10.5,3,21,7,33.3,2.00,0.67,0.14,0.43,0,0
1569,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-321,1993,5.7,0,3,0,0.0,0.53,0.00,0.00,,0,0
1570,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26-260,1999,12.8,1,12,4,33.3,0.94,0.31,0.08,0.25,0,0
1571,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21-190,2004,17.5,1,31,8,25.8,1.77,0.46,0.03,0.13,0,0
1572,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-218,1999,0.5,0,0,0,,0.00,0.00,,,0,0
1573,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28-224,1997,14.5,6,50,24,48.0,3.44,1.65,0.12,0.25,0,1
1574,Juan Miranda,es ESP,DF,Bologna,it Serie A,26-009,2000,16.1,1,8,3,37.5,0.50,0.19,0.13,0.33,0,0
1575,Fabio Miretti,it ITA,MF,Juventus,it Serie A,22-178,2003,3.6,1,10,2,20.0,2.80,0.56,0.10,0.50,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1576,Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,26-149,1999,22.6,1,8,4,50.0,0.35,0.18,0.13,0.25,0,0
1577,Kaoru Mitoma,jp JPN,"MF,FW",Brighton,eng Premier League,28-253,1997,10.3,2,12,6,50.0,1.17,0.58,0.17,0.33,0,0
1578,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,de Bundesliga,28-316,1997,13.6,3,19,9,47.4,1.40,0.66,0.05,0.11,2,2
1579,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,37-007,1989,10.2,1,28,5,17.9,2.76,0.49,0.04,0.20,0,0
1580,Tadjidine Mmadi,fr FRA,FW,Marseille,fr Ligue 1,18-331,2007,0.2,0,0,0,,0.00,0.00,,,0,0
1581,Rui Modesto,ao ANG,MF,Udinese,it Serie A,26-113,1999,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,0,0
1582,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-141,1985,19.5,1,11,6,54.5,0.57,0.31,0.09,0.17,0,0
1583,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,20-013,2006,3.3,2,4,3,75.0,1.22,0.91,0.50,0.67,0,0
1584,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-248,1999,5.4,2,16,8,50.0,2.95,1.48,0.13,0.25,0,0
1585,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,28-061,1997,9.4,3,23,4,17.4,2.46,0.43,0.13,0.75,0,0
1586,Wael Mohya,de GER,MF,Gladbach,de Bundesliga,17-028,2008,1.4,0,2,1,50.0,1.48,0.74,0.00,0.00,0,0
1587,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-160,1992,17.6,0,12,2,16.7,0.68,0.11,0.00,0.00,0,0
1588,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-132,2007,0.1,0,0,0,,0.00,0.00,,,0,0
1589,Alberto Moleiro,es ESP,"MF,FW",Villarreal,es La Liga,22-120,2003,14.8,8,31,16,51.6,2.10,01.08,0.26,0.50,0,0
1590,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-297,1998,6.1,0,2,0,0.0,0.33,0.00,0.00,,0,0
1591,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,27-260,1998,19.2,0,15,3,20.0,0.78,0.16,0.00,0.00,0,0
1592,Jorge Montes,es ESP,DF,Getafe,es La Liga,21-328,2004,0.3,0,0,0,,0.00,0.00,,,0,0
1593,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-342,1996,20.0,0,0,0,,0.00,0.00,,,0,0
1594,Álvaro Morata,es ESP,FW,Como,it Serie A,33-097,1992,7.1,0,15,5,33.3,2.13,0.71,0.00,0.00,0,1
1595,Morato,br BRA,DF,Nottingham Forest,eng Premier League,24-212,2001,7.9,0,1,0,0.0,0.13,0.00,0.00,,0,0
1596,Diego Morcillo,es ESP,FW,Alavés,es La Liga,22-224,2003,0.1,0,1,0,0.0,9.00,0.00,0.00,,0,0
1597,Afonso Moreira,pt POR,"MF,FW",Lyon,fr Ligue 1,20-315,2005,9.3,2,20,7,35.0,2.16,0.76,0.10,0.29,0,0
1598,Diego Moreira,be BEL,MF,Strasbourg,fr Ligue 1,21-175,2004,15.4,2,18,5,27.8,1.17,0.33,0.11,0.40,0,0
1599,Alberto Moreno,es ESP,DF,Como,it Serie A,33-207,1992,6.6,1,6,3,50.0,0.91,0.46,0.17,0.33,0,0
1600,Álex Moreno,es ESP,"DF,MF",Girona,es La Liga,32-234,1993,19.5,0,14,4,28.6,0.72,0.21,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1601,Fabio Moreno Fell,de GER,FW,Mainz 05,de Bundesliga,25-238,2000,0.9,0,1,0,0.0,1.17,0.00,0.00,,0,0
1602,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-296,1992,7.1,5,18,7,38.9,2.54,0.99,0.22,0.57,1,1
1603,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-126,2003,11.5,0,4,0,0.0,0.35,0.00,0.00,,0,0
1604,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,29-055,1996,9.5,0,14,2,14.3,1.47,0.21,0.00,0.00,0,0
1605,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32-212,1993,11.9,5,29,11,37.9,2.43,0.92,0.14,0.36,1,1
1606,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-332,2000,6.1,1,4,2,50.0,0.65,0.33,0.25,0.50,0,0
1607,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,23-009,2003,15.4,0,12,3,25.0,0.78,0.19,0.00,0.00,0,0
1608,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,27-016,1999,9.8,1,4,1,25.0,0.41,0.10,0.25,1.00,0,0
1609,Luca Moro,it ITA,FW,Sassuolo,it Serie A,25-003,2001,1.8,0,4,1,25.0,2.21,0.55,0.00,0.00,0,0
1610,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-322,1998,10.8,1,9,1,11.1,0.83,0.09,0.11,1.00,0,0
1611,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23-089,2002,16.6,2,21,6,28.6,1.27,0.36,0.10,0.33,0,0
1612,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-170,2006,0.5,0,0,0,,0.00,0.00,,,0,0
1613,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-215,2004,4.8,0,0,0,,0.00,0.00,,,0,0
1614,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26-100,1999,5.4,0,13,4,30.8,2.41,0.74,0.00,0.00,0,0
1615,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-271,2001,11.6,0,14,5,35.7,1.20,0.43,0.00,0.00,0,0
1616,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,27-018,1999,9.1,3,18,5,27.8,1.99,0.55,0.17,0.60,0,0
1617,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20-114,2005,12.7,0,8,0,0.0,0.63,0.00,0.00,,0,0
1618,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23-349,2002,12.2,0,6,0,0.0,0.49,0.00,0.00,,0,0
1619,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23-239,2002,13.5,1,21,5,23.8,1.55,0.37,0.05,0.20,0,0
1620,Lionel Mpasi,cd COD,GK,Le Havre,fr Ligue 1,31-180,1994,2.0,0,0,0,,0.00,0.00,,,0,0
1621,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22-334,2003,19.0,2,11,4,36.4,0.58,0.21,0.18,0.50,0,0
1622,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27-310,1998,17.3,0,19,5,26.3,1.10,0.29,0.00,0.00,0,0
1623,Divine Mukasa,eng ENG,MF,Manchester City,eng Premier League,18-159,2007,0.3,0,0,0,,0.00,0.00,,,0,0
1624,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,21-059,2004,7.3,1,10,2,20.0,1.37,0.27,0.10,0.50,0,0
1625,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19-350,2006,0.3,0,2,0,0.0,6.21,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1626,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28-088,1997,20.9,1,9,2,22.2,0.43,0.10,0.11,0.50,0,0
1627,Romaine Mundle,eng ENG,MF,Sunderland,eng Premier League,22-279,2003,3.4,0,5,2,40.0,1.45,0.58,0.00,0.00,0,0
1628,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29-220,1996,9.7,1,14,6,42.9,1.44,0.62,0.07,0.17,0,0
1629,Marshall Munetsi,zw ZIM,"DF,MF",Paris FC,fr Ligue 1,29-220,1996,0.1,0,0,0,,0.00,0.00,,,0,0
1630,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-269,2001,3.9,1,10,3,30.0,2.56,0.77,0.10,0.33,0,0
1631,Believe Munongo,fr FRA,MF,Metz,fr Ligue 1,16-066,2009,0.3,0,0,0,,0.00,0.00,,,0,0
1632,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28-165,1997,6.6,0,3,0,0.0,0.46,0.00,0.00,,0,0
1633,Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29-247,1996,14.8,3,14,7,50.0,0.94,0.47,0.21,0.43,0,0
1634,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,23-084,2002,4.0,0,4,1,25.0,0.99,0.25,0.00,0.00,0,0
1635,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30-334,1995,5.0,0,12,6,50.0,2.38,1.19,0.00,0.00,0,0
1636,Víctor Muñoz,es ESP,"MF,FW",Osasuna,es La Liga,22-199,2003,17.4,3,42,17,40.5,2.41,0.97,0.07,0.18,0,0
1637,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27-082,1998,21.0,0,0,0,,0.00,0.00,,,0,0
1638,Murillo,br BRA,DF,Nottingham Forest,eng Premier League,23-208,2002,16.2,1,7,4,57.1,0.43,0.25,0.14,0.25,0,0
1639,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-279,1994,18.1,14,59,30,50.8,3.26,1.66,0.17,0.33,4,5
1640,Jacob Murphy,eng ENG,"FW,MF",Newcastle United,eng Premier League,30-338,1995,11.2,2,33,10,30.3,2.94,0.89,0.06,0.20,0,0
1641,Yunus Musah,us USA,MF,Atalanta,it Serie A,23-060,2002,3.9,0,3,0,0.0,0.76,0.00,0.00,,0,0
1642,Yunus Musah,us USA,MF,Milan,it Serie A,23-060,2002,1.0,0,0,0,,0.00,0.00,,,0,0
1643,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-336,2003,0.4,0,1,0,0.0,2.65,0.00,0.00,,0,0
1644,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29-297,1996,5.1,0,3,1,33.3,0.59,0.20,0.00,0.00,0,0
1645,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31-267,1994,1.0,0,0,0,,0.00,0.00,,,0,0
1646,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,0.1,0,1,0,0.0,18.00,0.00,0.00,,0,0
1647,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31-236,1994,16.0,0,0,0,,0.00,0.00,,,0,0
1648,Joel Mvuka,no NOR,"MF,DF",Lorient,fr Ligue 1,23-077,2002,6.2,0,8,1,12.5,1.29,0.16,0.00,0.00,0,0
1649,Junior Mwanga,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,22-262,2003,2.0,0,1,0,0.0,0.50,0.00,0.00,,0,0
1650,Junior Mwanga,fr FRA,MF,Nantes,fr Ligue 1,22-262,2003,14.0,1,9,3,33.3,0.64,0.21,0.11,0.33,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1651,Phillipp Mwene,at AUT,MF,Mainz 05,de Bundesliga,31-364,1994,11.8,0,4,0,0.0,0.34,0.00,0.00,,0,0
1652,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26-244,1999,19.9,0,9,2,22.2,0.45,0.10,0.00,0.00,0,0
1653,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,28-253,1997,4.7,0,6,1,16.7,1.27,0.21,0.00,0.00,0,0
1654,David Møller Wolfe,no NOR,"MF,DF",Wolves,eng Premier League,23-280,2002,7.9,0,3,0,0.0,0.38,0.00,0.00,,0,0
1655,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26-161,1999,16.4,0,10,0,0.0,0.61,0.00,0.00,,0,0
1656,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,25-093,2000,3.4,2,11,4,36.4,3.21,1.17,0.18,0.50,0,0
1657,Stanley N'Soki,fr FRA,DF,Union Berlin,de Bundesliga,26-294,1999,1.4,1,2,1,50.0,1.38,0.69,0.50,1.00,0,0
1658,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,22-061,2003,5.2,0,7,1,14.3,1.35,0.19,0.00,0.00,0,0
1659,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20-214,2005,1.0,0,3,1,33.3,3.14,01.05,0.00,0.00,0,0
1660,Younes Namli,dk DEN,"FW,MF",Le Havre,fr Ligue 1,31-222,1994,3.6,0,4,0,0.0,1.10,0.00,0.00,,0,0
1661,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23-257,2002,3.9,2,6,3,50.0,1.55,0.77,0.33,0.67,0,0
1662,Nikolas Nartey,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25-340,2000,8.5,1,13,6,46.2,1.53,0.71,0.08,0.17,0,0
1663,Natan,br BRA,DF,Real Betis,es La Liga,24-356,2001,19.0,0,8,1,12.5,0.42,0.05,0.00,0.00,0,0
1664,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-278,2005,8.1,0,1,1,100.0,0.12,0.12,0.00,0.00,0,0
1665,Roberto Navarro,es ESP,MF,Athletic Club,es La Liga,23-291,2002,7.2,4,12,6,50.0,1.67,0.84,0.33,0.67,0,0
1666,Corrie Ndaba,ie IRL,DF,Lecce,it Serie A,26-034,1999,3.7,0,2,0,0.0,0.54,0.00,0.00,,0,0
1667,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25-193,2000,19.2,1,16,7,43.8,0.83,0.36,0.06,0.14,0,0
1668,Iliman Ndiaye,sn SEN,MF,Everton,eng Premier League,25-328,2000,15.9,4,22,12,54.5,1.38,0.75,0.14,0.25,1,1
1669,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,24-048,2001,15.0,3,19,6,31.6,1.26,0.40,0.16,0.50,0,0
1670,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,18-189,2007,4.0,1,9,3,33.3,2.25,0.75,0.11,0.33,0,0
1671,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,29-031,1996,1.8,0,4,1,25.0,2.22,0.56,0.00,0.00,0,0
1672,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-185,2004,10.0,1,8,2,25.0,0.80,0.20,0.13,0.50,0,0
1673,Dan Ndoye,ch SUI,MF,Nottingham Forest,eng Premier League,25-095,2000,11.2,1,9,3,33.3,0.80,0.27,0.11,0.33,0,0
1674,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,21-089,2004,0.1,0,0,0,,0.00,0.00,,,0,0
1675,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-110,2002,12.1,1,14,1,7.1,1.15,0.08,0.07,1.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1676,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,20-043,2005,2.8,0,0,0,,0.00,0.00,,,0,0
1677,Loïc Nego,hu HUN,DF,Le Havre,fr Ligue 1,35-013,1991,16.6,0,11,2,18.2,0.66,0.12,0.00,0.00,0,0
1678,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,24-046,2001,0.2,0,0,0,,0.00,0.00,,,0,0
1679,Reiss Nelson,eng ENG,"FW,MF",Brentford,eng Premier League,26-049,1999,0.6,0,3,1,33.3,4.91,1.64,0.00,0.00,0,0
1680,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27-106,1998,20.8,0,5,0,0.0,0.24,0.00,0.00,,0,0
1681,David Neres,br BRA,"FW,MF",Napoli,it Serie A,28-331,1997,10.2,3,17,4,23.5,1.66,0.39,0.18,0.75,0,0
1682,Martim Neto,pt POR,MF,Elche,es La Liga,23-014,2003,10.8,2,12,4,33.3,1.11,0.37,0.17,0.50,0,0
1683,Pedro Neto,pt POR,MF,Chelsea,eng Premier League,25-325,2000,20.0,5,34,11,32.4,1.70,0.55,0.15,0.45,0,0
1684,Luca Netz,de GER,"MF,DF",Gladbach,de Bundesliga,22-258,2003,9.4,0,2,0,0.0,0.21,0.00,0.00,,0,0
1685,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-307,1986,15.0,0,0,0,,0.00,0.00,,,0,0
1686,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,28-318,1997,9.2,0,21,5,23.8,2.28,0.54,0.00,0.00,0,0
1687,João Neves,pt POR,MF,Paris Saint-Germain,fr Ligue 1,21-123,2004,8.0,5,17,5,29.4,2.11,0.62,0.29,1.00,0,0
1688,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,29-025,1997,0.7,0,0,0,,0.00,0.00,,,0,0
1689,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,de Bundesliga,25-192,2000,0.7,0,0,0,,0.00,0.00,,,0,0
1690,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25-247,2000,11.0,1,24,12,50.0,2.17,01.09,0.04,0.08,0,0
1691,Mikayil Ngor Faye,sn SEN,"MF,DF",Cremonese,it Serie A,21-198,2004,2.4,0,2,0,0.0,0.85,0.00,0.00,,0,0
1692,Mikayil Ngor Faye,sn SEN,MF,Rennes,fr Ligue 1,21-198,2004,0.1,0,0,0,,0.00,0.00,,,0,0
1693,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22-232,2003,14.7,0,13,3,23.1,0.88,0.20,0.00,0.00,0,0
1694,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19-177,2006,1.5,0,3,0,0.0,1.96,0.00,0.00,,0,0
1695,Rio Ngumoha,eng ENG,FW,Liverpool,eng Premier League,17-152,2008,0.9,1,1,1,100.0,01.08,01.08,1.00,1.00,0,0
1696,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-326,1996,15.7,0,2,0,0.0,0.13,0.00,0.00,,0,0
1697,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23-293,2002,5.5,0,4,0,0.0,0.73,0.00,0.00,,0,0
1698,Youssoupha Niang,de GER,MF,Köln,de Bundesliga,19-309,2006,0.1,0,0,0,,0.00,0.00,,,0,0
1699,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23-235,2002,3.7,0,3,0,0.0,0.80,0.00,0.00,,0,0
1700,Cheikh Niasse,sn SEN,MF,Hellas Verona,it Serie A,26-009,2000,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1701,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-318,1997,15.8,0,10,3,30.0,0.63,0.19,0.00,0.00,0,0
1702,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28-099,1997,19.0,0,0,0,,0.00,0.00,,,0,0
1703,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25-224,2000,6.5,0,4,1,25.0,0.62,0.15,0.00,0.00,0,0
1704,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-286,2001,8.6,1,7,3,42.9,0.81,0.35,0.14,0.33,0,0
